flight_id,airline,flight_number,aircraft_type,departure_airport,arrival_airport,scheduled_departure_time,actual_departure_time,scheduled_arrival_time,actual_arrival_time,gate,terminal,created_at
FL7916-369,Delta Air Lines,943,Airbus A320,ATL,JFK,2024-03-09 03:06:50,2024-03-09 03:23:50,2024-03-09 05:06:50,2024-03-09 04:29:50,B11,4,2024-06-03 13:17:53
FL8739-935,American Airlines,226,Airbus A380,ATL,ORD,2024-05-01 16:39:31,2024-05-01 16:05:31,2024-05-01 18:39:31,2024-05-01 19:22:31,B7,2,2024-05-21 22:53:32
FL7960-921,Southwest Airlines,567,Boeing 777,LAX,ORD,2024-06-09 13:29:20,2024-06-09 14:07:20,2024-06-09 15:29:20,2024-06-09 15:02:20,B15,4,2024-06-23 01:08:53
FL5827-884,JetBlue Airways,172,Airbus A320,SFO,SFO,2024-01-28 13:15:54,2024-01-28 12:57:54,2024-01-28 15:15:54,2024-01-28 15:00:54,B7,1,2024-04-30 21:28:02
FL8460-811,JetBlue Airways,952,Boeing 737,ATL,ORD,2024-02-28 13:58:41,2024-02-28 14:02:41,2024-02-28 15:58:41,2024-02-28 15:43:41,A5,3,2024-04-20 07:14:05
FL2592-488,Delta Air Lines,991,Boeing 777,JFK,ATL,2024-01-08 05:53:42,2024-01-08 06:06:42,2024-01-08 07:53:42,2024-01-08 08:10:42,B8,2,2024-04-08 10:27:50
FL4297-916,United Airlines,142,Boeing 737,LAX,SFO,2024-05-08 20:22:55,2024-05-08 20:52:55,2024-05-08 22:22:55,2024-05-08 22:25:55,A14,3,2024-06-09 06:33:11
FL2219-937,American Airlines,774,Airbus A320,ATL,ORD,2024-05-02 08:41:38,2024-05-02 08:08:38,2024-05-02 10:41:38,2024-05-02 10:02:38,B6,3,2024-05-26 23:15:02
FL3656-182,Southwest Airlines,726,Boeing 737,JFK,ORD,2024-05-31 12:05:18,2024-05-31 12:38:18,2024-05-31 14:05:18,2024-05-31 13:39:18,C1,3,2024-02-29 09:08:44
FL1960-655,Southwest Airlines,893,Airbus A320,ORD,ORD,2024-03-17 07:22:10,2024-03-17 07:08:10,2024-03-17 09:22:10,2024-03-17 08:28:10,C12,1,2024-05-21 10:20:12
FL1125-207,United Airlines,811,Boeing 737,ATL,ORD,2024-02-23 15:38:24,2024-02-23 16:20:24,2024-02-23 17:38:24,2024-02-23 17:57:24,C4,2,2024-02-04 12:01:11
FL4036-679,United Airlines,359,Airbus A320,LAX,LAX,2024-05-26 19:27:34,2024-05-26 19:03:34,2024-05-26 21:27:34,2024-05-26 22:07:34,B8,2,2024-04-17 19:57:41
FL5977-415,Delta Air Lines,867,Airbus A380,JFK,SFO,2024-01-31 23:19:57,2024-01-31 23:08:57,2024-02-01 01:19:57,2024-02-01 02:04:57,A8,3,2024-02-29 15:29:43
FL5603-257,United Airlines,908,Boeing 777,SFO,LAX,2024-05-22 15:40:34,2024-05-22 15:58:34,2024-05-22 17:40:34,2024-05-22 18:06:34,C1,2,2024-03-05 06:22:41
FL6658-696,Southwest Airlines,377,Boeing 737,ORD,JFK,2024-01-10 15:15:26,2024-01-10 15:02:26,2024-01-10 17:15:26,2024-01-10 17:51:26,B6,3,2024-05-18 09:35:35
FL5650-955,Southwest Airlines,215,Boeing 777,JFK,ORD,2024-04-02 06:06:10,2024-04-02 06:16:10,2024-04-02 08:06:10,2024-04-02 07:58:10,C6,1,2024-05-10 21:08:55
FL3096-210,American Airlines,766,Boeing 737,ATL,JFK,2024-06-15 19:56:42,2024-06-15 19:16:42,2024-06-15 21:56:42,2024-06-15 22:33:42,A9,2,2024-03-17 11:43:33
FL1605-847,American Airlines,125,Boeing 737,ATL,LAX,2024-06-23 23:26:44,2024-06-23 23:32:44,2024-06-24 01:26:44,2024-06-24 00:42:44,B4,3,2024-06-27 21:52:48
FL5547-810,JetBlue Airways,737,Boeing 737,SFO,SFO,2024-03-15 08:42:53,2024-03-15 09:02:53,2024-03-15 10:42:53,2024-03-15 11:05:53,A6,2,2024-03-10 07:36:15
FL1103-641,Southwest Airlines,954,Airbus A320,ATL,ATL,2024-06-12 11:43:39,2024-06-12 12:22:39,2024-06-12 13:43:39,2024-06-12 13:50:39,B5,3,2024-04-21 10:35:22
FL9607-598,Delta Air Lines,800,Boeing 777,JFK,SFO,2024-01-13 01:10:44,2024-01-13 00:28:44,2024-01-13 03:10:44,2024-01-13 02:55:44,B14,4,2024-02-10 15:34:16
FL7820-957,United Airlines,981,Boeing 777,JFK,LAX,2024-02-19 15:33:21,2024-02-19 15:10:21,2024-02-19 17:33:21,2024-02-19 17:27:21,A12,3,2024-05-27 10:14:46
FL6190-536,Southwest Airlines,879,Airbus A380,LAX,ORD,2024-06-20 05:33:39,2024-06-20 05:07:39,2024-06-20 07:33:39,2024-06-20 07:19:39,A6,1,2024-01-24 16:29:58
FL5938-833,JetBlue Airways,763,Airbus A320,ATL,SFO,2024-03-08 18:21:03,2024-03-08 18:56:03,2024-03-08 20:21:03,2024-03-08 20:10:03,A9,2,2024-02-09 07:34:22
FL8865-946,United Airlines,774,Airbus A380,ORD,ORD,2024-05-14 21:33:39,2024-05-14 21:26:39,2024-05-14 23:33:39,2024-05-14 22:50:39,A6,1,2024-07-10 20:22:40
FL7258-742,JetBlue Airways,864,Boeing 737,ATL,SFO,2024-04-22 07:30:31,2024-04-22 06:46:31,2024-04-22 09:30:31,2024-04-22 09:02:31,B11,3,2024-06-21 19:11:30
FL2559-951,American Airlines,583,Boeing 777,ORD,JFK,2024-05-05 07:05:20,2024-05-05 07:45:20,2024-05-05 09:05:20,2024-05-05 08:30:20,B15,2,2024-04-21 16:34:17
FL3223-549,Delta Air Lines,428,Boeing 737,LAX,ATL,2024-01-10 13:01:43,2024-01-10 13:01:43,2024-01-10 15:01:43,2024-01-10 15:42:43,C12,4,2024-05-02 18:07:30
FL6932-430,Southwest Airlines,291,Boeing 737,LAX,JFK,2024-05-23 00:54:06,2024-05-23 01:52:06,2024-05-23 02:54:06,2024-05-23 02:17:06,C5,3,2024-05-14 02:35:39
FL9867-857,Southwest Airlines,321,Boeing 777,LAX,JFK,2024-04-15 02:02:17,2024-04-15 01:57:17,2024-04-15 04:02:17,2024-04-15 03:44:17,A6,4,2024-07-11 08:05:48
FL5998-136,Southwest Airlines,933,Boeing 777,LAX,ATL,2024-02-17 07:28:22,2024-02-17 08:05:22,2024-02-17 09:28:22,2024-02-17 10:12:22,B5,4,2024-03-23 05:13:37
FL4053-446,JetBlue Airways,366,Airbus A320,LAX,ORD,2024-06-23 09:00:39,2024-06-23 09:37:39,2024-06-23 11:00:39,2024-06-23 10:33:39,B8,2,2024-01-25 13:00:40
FL1575-315,Delta Air Lines,826,Boeing 777,LAX,LAX,2024-01-16 06:27:16,2024-01-16 06:51:16,2024-01-16 08:27:16,2024-01-16 08:12:16,C8,3,2024-04-18 03:15:42
FL3538-310,American Airlines,169,Boeing 777,LAX,ORD,2024-03-31 23:30:00,2024-03-31 22:55:00,2024-04-01 01:30:00,2024-04-01 01:55:00,C6,2,2024-03-12 17:33:59
FL2926-428,Delta Air Lines,967,Boeing 737,JFK,ATL,2024-02-14 23:07:52,2024-02-14 23:45:52,2024-02-15 01:07:52,2024-02-15 00:42:52,B7,4,2024-06-27 15:30:24
FL9445-991,JetBlue Airways,256,Boeing 777,ATL,ORD,2024-05-09 23:35:42,2024-05-09 23:49:42,2024-05-10 01:35:42,2024-05-10 01:15:42,A9,2,2024-04-02 23:46:59
FL1156-431,American Airlines,438,Airbus A320,ORD,SFO,2024-02-07 03:45:35,2024-02-07 03:02:35,2024-02-07 05:45:35,2024-02-07 05:50:35,B9,4,2024-01-16 14:36:41
FL4052-741,United Airlines,114,Airbus A320,ATL,SFO,2024-06-25 23:58:06,2024-06-26 00:17:06,2024-06-26 01:58:06,2024-06-26 01:21:06,B2,3,2024-01-11 15:46:24
FL9001-877,JetBlue Airways,644,Boeing 737,JFK,SFO,2024-03-10 02:16:11,2024-03-10 02:52:11,2024-03-10 04:16:11,2024-03-10 03:34:11,C2,2,2024-05-25 02:12:11
FL3347-886,JetBlue Airways,347,Boeing 737,ATL,LAX,2024-03-05 23:35:51,2024-03-05 23:46:51,2024-03-06 01:35:51,2024-03-06 01:02:51,A15,4,2024-04-15 02:44:14
FL3803-338,United Airlines,975,Airbus A380,LAX,ORD,2024-02-09 16:53:44,2024-02-09 16:10:44,2024-02-09 18:53:44,2024-02-09 19:22:44,B15,4,2024-07-03 22:58:52
FL6447-497,Southwest Airlines,195,Boeing 737,SFO,SFO,2024-06-17 18:36:42,2024-06-17 18:14:42,2024-06-17 20:36:42,2024-06-17 20:26:42,C8,1,2024-01-14 09:23:57
FL9871-586,Southwest Airlines,948,Boeing 737,LAX,SFO,2024-01-06 11:46:22,2024-01-06 12:20:22,2024-01-06 13:46:22,2024-01-06 13:28:22,A9,4,2024-06-23 13:52:32
FL8599-421,American Airlines,340,Boeing 777,LAX,ORD,2024-03-12 15:48:48,2024-03-12 15:13:48,2024-03-12 17:48:48,2024-03-12 17:46:48,C8,1,2024-04-28 19:35:27
FL1168-447,United Airlines,827,Airbus A380,JFK,SFO,2024-02-18 23:38:15,2024-02-18 23:18:15,2024-02-19 01:38:15,2024-02-19 01:55:15,B1,2,2024-01-22 07:46:13
FL9734-518,United Airlines,761,Boeing 737,ATL,ATL,2024-06-15 07:53:52,2024-06-15 08:24:52,2024-06-15 09:53:52,2024-06-15 09:30:52,A15,4,2024-03-29 23:31:38
FL8398-694,JetBlue Airways,875,Airbus A380,SFO,JFK,2024-05-16 05:10:03,2024-05-16 04:28:03,2024-05-16 07:10:03,2024-05-16 07:53:03,B11,4,2024-03-12 21:21:13
FL2052-620,JetBlue Airways,883,Boeing 777,ORD,LAX,2024-07-11 16:07:51,2024-07-11 16:51:51,2024-07-11 18:07:51,2024-07-11 18:00:51,B7,3,2024-05-09 14:50:37
FL3017-124,Southwest Airlines,253,Airbus A320,LAX,ATL,2024-03-22 12:57:20,2024-03-22 12:36:20,2024-03-22 14:57:20,2024-03-22 15:40:20,B6,1,2024-05-15 02:56:27
FL6919-525,Delta Air Lines,910,Boeing 777,ATL,ORD,2024-03-20 19:40:44,2024-03-20 20:12:44,2024-03-20 21:40:44,2024-03-20 21:14:44,B13,4,2024-06-04 21:25:49
FL8580-608,Southwest Airlines,246,Boeing 737,JFK,LAX,2024-02-23 03:04:05,2024-02-23 03:35:05,2024-02-23 05:04:05,2024-02-23 04:22:05,B1,2,2024-03-25 10:08:15
FL1803-627,JetBlue Airways,317,Airbus A380,LAX,ORD,2024-05-11 07:58:08,2024-05-11 07:59:08,2024-05-11 09:58:08,2024-05-11 10:27:08,C10,4,2024-06-03 22:04:24
FL7094-115,United Airlines,216,Airbus A380,LAX,SFO,2024-03-07 07:03:57,2024-03-07 07:22:57,2024-03-07 09:03:57,2024-03-07 09:03:57,A3,2,2024-01-07 06:58:58
FL2625-571,United Airlines,463,Boeing 777,ATL,LAX,2024-04-06 12:06:04,2024-04-06 12:06:04,2024-04-06 14:06:04,2024-04-06 13:50:04,B1,3,2024-03-13 10:59:47
FL7036-750,Southwest Airlines,495,Boeing 737,ORD,LAX,2024-03-05 10:59:53,2024-03-05 11:21:53,2024-03-05 12:59:53,2024-03-05 13:26:53,B12,2,2024-06-18 18:34:53
FL9614-391,JetBlue Airways,692,Boeing 777,LAX,SFO,2024-06-30 15:55:27,2024-06-30 15:37:27,2024-06-30 17:55:27,2024-06-30 18:05:27,A9,3,2024-01-24 07:22:18
FL9713-658,United Airlines,860,Airbus A320,SFO,LAX,2024-06-07 09:29:41,2024-06-07 09:12:41,2024-06-07 11:29:41,2024-06-07 11:46:41,A8,3,2024-04-05 03:11:10
FL7231-331,Delta Air Lines,623,Boeing 737,SFO,SFO,2024-01-27 02:06:00,2024-01-27 01:55:00,2024-01-27 04:06:00,2024-01-27 04:03:00,C7,2,2024-04-02 23:17:13
FL4852-730,American Airlines,315,Airbus A380,LAX,SFO,2024-03-04 09:52:57,2024-03-04 09:36:57,2024-03-04 11:52:57,2024-03-04 11:34:57,B3,4,2024-04-20 18:28:53
FL7745-265,Southwest Airlines,653,Boeing 777,SFO,LAX,2024-06-15 21:14:35,2024-06-15 21:47:35,2024-06-15 23:14:35,2024-06-15 22:48:35,B4,1,2024-05-03 03:02:30
FL1420-734,American Airlines,416,Boeing 777,ATL,LAX,2024-04-24 00:51:38,2024-04-24 00:51:38,2024-04-24 02:51:38,2024-04-24 02:36:38,B12,1,2024-05-26 22:33:11
FL9963-453,United Airlines,398,Boeing 737,ATL,ATL,2024-03-13 22:01:22,2024-03-13 22:27:22,2024-03-14 00:01:22,2024-03-14 00:13:22,C7,1,2024-03-23 07:35:49
FL7652-806,American Airlines,571,Boeing 777,SFO,ATL,2024-07-09 22:03:30,2024-07-09 21:42:30,2024-07-10 00:03:30,2024-07-10 00:28:30,A9,2,2024-02-16 23:23:32
FL8311-835,Delta Air Lines,163,Airbus A380,ORD,LAX,2024-03-01 11:16:57,2024-03-01 11:21:57,2024-03-01 13:16:57,2024-03-01 12:56:57,A2,3,2024-02-06 08:13:21
FL7642-469,Delta Air Lines,667,Airbus A380,JFK,SFO,2024-03-21 18:05:23,2024-03-21 18:36:23,2024-03-21 20:05:23,2024-03-21 19:20:23,C13,3,2024-04-24 00:35:50
FL8708-975,Delta Air Lines,352,Airbus A380,ORD,JFK,2024-06-26 08:14:53,2024-06-26 08:28:53,2024-06-26 10:14:53,2024-06-26 10:25:53,A2,3,2024-06-30 08:32:10
FL1841-946,JetBlue Airways,157,Boeing 737,ORD,JFK,2024-02-04 03:12:20,2024-02-04 03:57:20,2024-02-04 05:12:20,2024-02-04 04:27:20,B10,1,2024-06-17 23:39:49
FL5599-785,American Airlines,188,Boeing 777,JFK,ORD,2024-07-01 03:24:26,2024-07-01 03:03:26,2024-07-01 05:24:26,2024-07-01 05:35:26,C13,3,2024-01-25 12:47:35
FL2661-858,Southwest Airlines,657,Boeing 737,ORD,ATL,2024-03-03 04:29:46,2024-03-03 04:48:46,2024-03-03 06:29:46,2024-03-03 06:36:46,A13,3,2024-01-06 11:19:25
FL6627-847,JetBlue Airways,125,Boeing 777,SFO,LAX,2024-03-18 21:15:45,2024-03-18 21:52:45,2024-03-18 23:15:45,2024-03-18 23:20:45,B2,3,2024-03-27 15:27:23
FL8685-854,JetBlue Airways,667,Airbus A320,LAX,ORD,2024-07-10 00:40:56,2024-07-10 00:55:56,2024-07-10 02:40:56,2024-07-10 02:46:56,B10,4,2024-03-02 19:14:38
FL4858-887,Delta Air Lines,564,Airbus A380,JFK,LAX,2024-04-21 08:20:33,2024-04-21 08:21:33,2024-04-21 10:20:33,2024-04-21 10:40:33,B15,4,2024-03-04 09:06:06
FL3539-211,American Airlines,422,Airbus A320,JFK,ORD,2024-07-10 02:09:52,2024-07-10 02:00:52,2024-07-10 04:09:52,2024-07-10 03:41:52,C12,1,2024-01-14 07:50:34
FL8994-862,American Airlines,751,Boeing 737,ORD,ATL,2024-04-07 12:13:14,2024-04-07 11:46:14,2024-04-07 14:13:14,2024-04-07 14:23:14,A1,1,2024-06-13 03:58:54
FL6934-751,United Airlines,226,Airbus A380,SFO,ATL,2024-05-21 00:54:01,2024-05-21 01:37:01,2024-05-21 02:54:01,2024-05-21 03:18:01,C8,3,2024-04-13 08:09:47
FL9601-178,Southwest Airlines,383,Airbus A380,ATL,JFK,2024-01-10 00:43:08,2024-01-10 00:55:08,2024-01-10 02:43:08,2024-01-10 02:59:08,B7,1,2024-07-06 15:22:04
FL9375-917,Delta Air Lines,718,Airbus A320,LAX,ORD,2024-04-12 02:04:13,2024-04-12 01:56:13,2024-04-12 04:04:13,2024-04-12 04:05:13,A12,3,2024-02-22 16:14:19
FL9868-494,JetBlue Airways,250,Boeing 737,LAX,JFK,2024-01-11 13:04:15,2024-01-11 13:57:15,2024-01-11 15:04:15,2024-01-11 15:13:15,B14,2,2024-02-10 19:50:19
FL7617-716,Southwest Airlines,789,Airbus A380,SFO,ORD,2024-06-12 06:51:29,2024-06-12 07:09:29,2024-06-12 08:51:29,2024-06-12 08:35:29,C9,2,2024-02-20 14:27:55
FL8692-538,JetBlue Airways,731,Airbus A320,SFO,LAX,2024-01-22 10:18:22,2024-01-22 10:07:22,2024-01-22 12:18:22,2024-01-22 12:55:22,B13,1,2024-02-14 04:40:19
FL6431-552,United Airlines,846,Boeing 777,JFK,SFO,2024-05-23 20:45:10,2024-05-23 20:57:10,2024-05-23 22:45:10,2024-05-23 23:14:10,C8,1,2024-01-09 13:30:05
FL7437-100,United Airlines,395,Boeing 777,JFK,ATL,2024-03-13 12:06:46,2024-03-13 12:43:46,2024-03-13 14:06:46,2024-03-13 14:02:46,A8,4,2024-04-09 04:49:05
FL3588-470,JetBlue Airways,199,Airbus A380,ORD,ORD,2024-06-26 12:32:10,2024-06-26 12:48:10,2024-06-26 14:32:10,2024-06-26 14:55:10,A10,4,2024-01-27 00:14:12
FL2530-471,American Airlines,482,Boeing 737,JFK,JFK,2024-04-13 17:39:33,2024-04-13 17:41:33,2024-04-13 19:39:33,2024-04-13 19:35:33,B5,3,2024-05-13 16:59:52
FL5540-955,American Airlines,858,Boeing 737,JFK,SFO,2024-06-05 11:20:25,2024-06-05 11:11:25,2024-06-05 13:20:25,2024-06-05 13:41:25,B10,3,2024-05-28 04:59:00
FL2993-103,United Airlines,379,Boeing 737,ATL,ATL,2024-05-24 04:42:16,2024-05-24 03:57:16,2024-05-24 06:42:16,2024-05-24 07:17:16,C3,3,2024-02-29 00:16:46
FL6575-639,Delta Air Lines,104,Boeing 737,LAX,SFO,2024-02-25 23:04:52,2024-02-25 22:47:52,2024-02-26 01:04:52,2024-02-26 01:42:52,A6,1,2024-04-30 06:44:59
FL5483-251,Southwest Airlines,681,Boeing 737,LAX,ATL,2024-01-08 01:35:56,2024-01-08 01:30:56,2024-01-08 03:35:56,2024-01-08 03:15:56,B14,1,2024-06-29 07:54:28
FL7267-788,United Airlines,958,Boeing 777,LAX,SFO,2024-04-01 23:53:39,2024-04-01 23:31:39,2024-04-02 01:53:39,2024-04-02 01:50:39,A12,4,2024-06-01 15:43:06
FL7688-228,Southwest Airlines,601,Airbus A380,ORD,LAX,2024-03-14 11:35:35,2024-03-14 11:43:35,2024-03-14 13:35:35,2024-03-14 14:04:35,A11,2,2024-02-12 05:32:40
FL8554-335,Southwest Airlines,332,Airbus A380,JFK,SFO,2024-05-31 10:05:59,2024-05-31 09:34:59,2024-05-31 12:05:59,2024-05-31 11:44:59,B11,1,2024-01-20 23:34:01
FL2042-666,Southwest Airlines,702,Boeing 777,ORD,ORD,2024-03-11 04:01:22,2024-03-11 04:34:22,2024-03-11 06:01:22,2024-03-11 05:21:22,C10,1,2024-04-27 11:45:44
FL7194-921,Southwest Airlines,274,Boeing 777,ATL,SFO,2024-05-22 23:41:20,2024-05-22 23:32:20,2024-05-23 01:41:20,2024-05-23 01:35:20,C6,1,2024-05-26 16:53:04
FL9330-733,JetBlue Airways,364,Airbus A320,SFO,JFK,2024-05-09 20:52:10,2024-05-09 20:14:10,2024-05-09 22:52:10,2024-05-09 23:22:10,B8,1,2024-05-04 06:05:56
FL1981-988,JetBlue Airways,876,Airbus A380,LAX,JFK,2024-05-29 20:53:58,2024-05-29 21:35:58,2024-05-29 22:53:58,2024-05-29 23:23:58,B3,1,2024-05-05 06:59:27
FL3418-950,American Airlines,766,Boeing 737,ATL,SFO,2024-01-31 00:12:49,2024-01-31 00:53:49,2024-01-31 02:12:49,2024-01-31 02:48:49,C3,3,2024-04-12 09:06:51
FL4451-949,Southwest Airlines,615,Airbus A380,ATL,LAX,2024-05-23 13:16:18,2024-05-23 13:44:18,2024-05-23 15:16:18,2024-05-23 15:11:18,A8,1,2024-03-24 17:50:38
FL2406-298,Southwest Airlines,557,Boeing 737,ORD,SFO,2024-03-17 14:14:16,2024-03-17 14:57:16,2024-03-17 16:14:16,2024-03-17 15:55:16,C7,2,2024-01-31 10:46:19
FL4898-741,JetBlue Airways,780,Boeing 777,JFK,LAX,2024-06-06 15:27:49,2024-06-06 15:57:49,2024-06-06 17:27:49,2024-06-06 17:16:49,C8,1,2024-03-22 23:59:49
FL9198-402,United Airlines,485,Boeing 737,JFK,ATL,2024-03-01 04:58:33,2024-03-01 05:40:33,2024-03-01 06:58:33,2024-03-01 06:13:33,C15,1,2024-02-01 17:19:29
FL6034-451,Delta Air Lines,752,Boeing 777,JFK,ATL,2024-07-07 16:02:51,2024-07-07 16:30:51,2024-07-07 18:02:51,2024-07-07 17:17:51,B15,2,2024-05-27 08:55:28
FL8196-381,Delta Air Lines,677,Airbus A320,SFO,ATL,2024-03-26 19:29:56,2024-03-26 19:58:56,2024-03-26 21:29:56,2024-03-26 21:59:56,A7,1,2024-04-30 12:56:57
FL8345-467,JetBlue Airways,459,Airbus A320,LAX,SFO,2024-04-18 18:46:25,2024-04-18 18:54:25,2024-04-18 20:46:25,2024-04-18 20:17:25,B10,3,2024-05-04 11:19:14
FL3132-985,JetBlue Airways,599,Boeing 777,LAX,JFK,2024-03-06 02:32:42,2024-03-06 02:49:42,2024-03-06 04:32:42,2024-03-06 04:31:42,A2,1,2024-05-11 05:57:01
FL6329-404,JetBlue Airways,402,Boeing 737,JFK,ORD,2024-01-01 13:01:48,2024-01-01 12:56:48,2024-01-01 15:01:48,2024-01-01 15:41:48,B1,4,2024-03-17 01:22:38
FL8865-767,American Airlines,988,Boeing 777,ATL,ORD,2024-07-08 19:28:48,2024-07-08 20:12:48,2024-07-08 21:28:48,2024-07-08 20:51:48,B3,4,2024-04-15 04:11:10
FL6832-676,Southwest Airlines,752,Boeing 737,ATL,LAX,2024-04-29 11:13:55,2024-04-29 11:01:55,2024-04-29 13:13:55,2024-04-29 13:31:55,C14,2,2024-02-07 20:04:52
FL5780-624,JetBlue Airways,573,Airbus A320,SFO,ORD,2024-04-25 08:34:25,2024-04-25 09:14:25,2024-04-25 10:34:25,2024-04-25 10:04:25,A13,3,2024-06-02 09:55:32
FL5909-915,Delta Air Lines,839,Airbus A380,ORD,ORD,2024-06-23 01:44:29,2024-06-23 01:38:29,2024-06-23 03:44:29,2024-06-23 04:21:29,B13,2,2024-03-16 10:44:18
FL6213-782,JetBlue Airways,348,Boeing 737,SFO,JFK,2024-06-17 08:03:40,2024-06-17 07:39:40,2024-06-17 10:03:40,2024-06-17 10:24:40,B7,3,2024-07-02 03:57:02
FL5095-440,American Airlines,234,Airbus A320,LAX,LAX,2024-06-10 15:50:10,2024-06-10 15:14:10,2024-06-10 17:50:10,2024-06-10 18:10:10,C1,1,2024-03-26 03:38:57
FL3762-488,United Airlines,556,Boeing 777,SFO,ATL,2024-07-09 20:37:37,2024-07-09 20:20:37,2024-07-09 22:37:37,2024-07-09 23:15:37,C15,2,2024-07-11 18:46:40
FL2296-613,Southwest Airlines,439,Boeing 737,JFK,LAX,2024-02-28 17:08:52,2024-02-28 16:27:52,2024-02-28 19:08:52,2024-02-28 19:02:52,A6,1,2024-02-18 11:33:21
FL2182-814,American Airlines,270,Airbus A380,ORD,ORD,2024-07-09 16:17:28,2024-07-09 15:49:28,2024-07-09 18:17:28,2024-07-09 18:40:28,B1,3,2024-04-07 17:14:38
FL2042-201,United Airlines,723,Airbus A380,ORD,ORD,2024-03-06 00:29:46,2024-03-06 01:07:46,2024-03-06 02:29:46,2024-03-06 02:29:46,A5,1,2024-02-16 05:20:26
FL8292-522,Southwest Airlines,432,Boeing 777,JFK,ORD,2024-01-12 10:41:07,2024-01-12 10:38:07,2024-01-12 12:41:07,2024-01-12 12:57:07,C8,2,2024-03-20 07:21:09
FL5513-450,JetBlue Airways,781,Airbus A320,JFK,SFO,2024-07-09 14:45:07,2024-07-09 15:06:07,2024-07-09 16:45:07,2024-07-09 16:58:07,C1,4,2024-03-16 21:26:01
FL5338-827,Southwest Airlines,562,Airbus A320,LAX,ORD,2024-02-06 13:05:24,2024-02-06 12:42:24,2024-02-06 15:05:24,2024-02-06 15:33:24,B13,4,2024-06-21 03:07:45
FL7500-295,United Airlines,788,Airbus A380,JFK,ORD,2024-03-15 22:27:37,2024-03-15 23:10:37,2024-03-16 00:27:37,2024-03-15 23:48:37,C12,2,2024-04-10 01:45:36
FL5565-373,American Airlines,719,Boeing 777,ORD,ATL,2024-07-01 17:31:45,2024-07-01 16:54:45,2024-07-01 19:31:45,2024-07-01 19:52:45,A6,4,2024-05-18 17:25:30
FL4850-496,United Airlines,799,Airbus A380,SFO,ORD,2024-03-22 11:01:05,2024-03-22 11:21:05,2024-03-22 13:01:05,2024-03-22 13:07:05,A13,4,2024-01-09 00:45:32
FL6908-223,Southwest Airlines,952,Airbus A320,JFK,ORD,2024-05-04 18:05:09,2024-05-04 18:31:09,2024-05-04 20:05:09,2024-05-04 20:25:09,B3,4,2024-03-20 21:32:22
FL4360-910,United Airlines,417,Boeing 777,JFK,LAX,2024-03-08 13:20:03,2024-03-08 12:50:03,2024-03-08 15:20:03,2024-03-08 15:25:03,A2,3,2024-05-03 05:50:45
FL5122-413,Delta Air Lines,592,Boeing 737,SFO,JFK,2024-07-05 13:59:04,2024-07-05 13:26:04,2024-07-05 15:59:04,2024-07-05 15:28:04,A3,1,2024-01-10 18:05:51
FL3374-914,American Airlines,441,Airbus A380,LAX,SFO,2024-04-17 02:01:46,2024-04-17 01:26:46,2024-04-17 04:01:46,2024-04-17 04:28:46,A7,1,2024-03-18 05:15:22
FL8610-485,Delta Air Lines,125,Airbus A380,LAX,JFK,2024-06-20 13:33:18,2024-06-20 13:44:18,2024-06-20 15:33:18,2024-06-20 14:50:18,A11,1,2024-04-29 00:09:17
FL4916-687,United Airlines,905,Boeing 777,LAX,ORD,2024-05-17 12:45:25,2024-05-17 12:48:25,2024-05-17 14:45:25,2024-05-17 14:22:25,A13,4,2024-06-21 03:24:30
FL3142-753,Southwest Airlines,176,Airbus A320,ATL,ATL,2024-06-20 20:54:26,2024-06-20 20:29:26,2024-06-20 22:54:26,2024-06-20 22:46:26,A2,2,2024-02-06 00:50:04
FL3327-536,Delta Air Lines,188,Boeing 777,JFK,JFK,2024-02-28 23:52:04,2024-02-29 00:15:04,2024-02-29 01:52:04,2024-02-29 01:50:04,A4,3,2024-04-27 07:01:10
FL4427-965,JetBlue Airways,180,Boeing 737,LAX,SFO,2024-02-25 10:06:32,2024-02-25 10:41:32,2024-02-25 12:06:32,2024-02-25 12:06:32,B1,1,2024-04-04 10:55:47
FL7879-235,Southwest Airlines,784,Airbus A380,JFK,LAX,2024-05-15 22:04:45,2024-05-15 22:07:45,2024-05-16 00:04:45,2024-05-16 00:05:45,C6,1,2024-02-04 09:12:15
FL1490-146,Delta Air Lines,343,Airbus A380,SFO,SFO,2024-05-21 21:19:46,2024-05-21 21:26:46,2024-05-21 23:19:46,2024-05-22 00:04:46,A10,2,2024-03-30 12:04:11
FL2874-476,Delta Air Lines,967,Airbus A380,LAX,ORD,2024-05-09 06:32:54,2024-05-09 07:07:54,2024-05-09 08:32:54,2024-05-09 08:56:54,C4,4,2024-06-06 02:36:36
FL8482-648,American Airlines,768,Boeing 737,JFK,LAX,2024-05-08 02:37:57,2024-05-08 03:01:57,2024-05-08 04:37:57,2024-05-08 05:14:57,C10,2,2024-05-16 19:08:45
FL6004-554,United Airlines,714,Airbus A320,JFK,JFK,2024-01-08 05:06:44,2024-01-08 05:28:44,2024-01-08 07:06:44,2024-01-08 07:49:44,A9,2,2024-03-30 14:09:06
FL6744-806,Delta Air Lines,625,Boeing 777,SFO,ORD,2024-05-06 04:17:59,2024-05-06 03:44:59,2024-05-06 06:17:59,2024-05-06 05:47:59,A8,2,2024-06-14 14:58:32
