flight_id,passenger_count,seat_occupancy,customer_satisfaction,catering_score,entertainment_score,cabin_crew_score
FL9275-955,246,0.95,4,3,3,3
FL7413-958,162,0.94,3,3,4,4
FL8365-274,174,0.91,5,3,3,5
FL1016-740,225,0.9,5,4,4,5
FL7712-264,267,0.93,4,3,4,4
FL8243-426,193,0.91,3,4,4,3
FL8830-516,211,0.97,3,4,5,5
FL4610-102,277,0.92,4,4,3,5
FL1682-561,265,0.95,3,5,3,4
FL2599-167,175,0.93,4,3,4,4
FL7551-384,178,0.92,5,4,3,4
FL4558-158,163,0.95,5,4,4,3
FL9374-798,224,0.97,4,4,4,4
FL8769-747,200,0.92,4,3,4,5
FL2018-306,232,0.92,4,5,4,5
FL3160-369,263,0.96,5,4,3,3
FL7659-347,202,0.94,5,4,5,4
FL7211-894,257,1.0,4,3,5,5
FL5818-291,196,0.94,3,5,4,3
FL6430-685,258,0.91,5,3,4,3
FL1493-307,208,1.0,3,3,4,3
FL3029-829,236,0.92,4,4,3,4
FL5435-402,152,0.93,4,5,5,3
FL1671-993,195,0.9,3,4,5,5
FL4824-233,186,0.92,3,4,4,3
FL3141-199,231,0.9,4,5,4,5
FL4776-551,243,0.92,4,3,4,3
FL7792-647,243,0.94,3,4,3,3
FL5909-332,281,1.0,3,4,3,3
FL6565-809,226,0.96,4,4,4,3
FL8885-607,184,0.99,5,4,5,4
FL4984-148,236,0.96,3,4,3,5
FL8391-444,231,0.92,4,4,4,5
FL5038-185,221,0.91,5,3,3,3
FL6813-809,261,0.9,4,3,5,5
FL1197-920,270,0.99,3,5,3,4
FL8785-808,292,0.95,3,4,5,5
FL4277-736,252,0.99,5,4,5,4
FL4683-659,224,0.97,3,5,4,5
FL4449-683,163,0.98,3,5,3,3
FL2162-479,189,0.93,5,3,5,3
FL4311-257,291,0.9,3,4,4,3
FL3266-579,252,0.95,5,4,4,4
FL3947-274,266,0.93,5,5,4,3
FL6543-493,233,0.99,5,5,3,3
FL8848-288,240,0.98,3,3,4,4
FL8421-331,153,0.95,3,3,3,3
FL2506-255,154,0.92,4,4,4,5
FL2823-258,174,0.96,3,4,4,4
FL5688-677,236,0.9,5,5,3,3
FL6030-326,237,0.95,5,5,4,4
FL7380-433,165,0.92,5,3,4,4
FL3834-832,243,1.0,4,5,5,3
FL2196-454,209,0.93,4,5,4,3
FL9120-402,296,0.99,3,4,4,3
FL4243-898,271,0.92,4,5,4,4
FL7961-936,150,0.93,4,5,3,4
FL7011-680,184,0.96,3,3,5,4
FL7955-161,263,0.96,4,5,4,3
FL2577-458,212,0.97,5,4,3,3
FL6326-454,276,0.91,4,3,3,5
FL4187-309,224,0.94,4,5,5,3
FL9231-394,220,0.93,3,4,4,3
FL8469-967,166,0.96,5,3,3,3
FL3386-928,153,0.93,3,5,3,5
FL1134-224,286,0.93,3,3,3,3
FL4261-906,282,0.93,4,4,3,4
FL1268-995,299,0.93,3,5,5,5
FL2788-341,174,0.9,3,3,5,5
FL9944-924,225,0.99,5,3,4,3
FL1618-962,190,1.0,5,3,3,3
FL1036-833,153,0.9,5,3,5,5
FL7008-505,197,0.9,3,5,5,4
FL6742-950,211,1.0,4,5,3,3
FL7653-892,300,0.97,4,3,5,4
FL2449-926,282,0.99,3,4,3,4
FL3256-683,253,0.97,4,5,3,5
FL5130-575,259,0.99,4,4,4,4
FL5990-743,293,0.96,4,3,4,3
FL2590-214,275,0.95,4,4,5,3
FL9218-262,250,0.99,5,5,3,4
FL1993-591,236,1.0,5,5,3,5
FL5348-714,250,0.91,3,5,4,3
FL4770-152,244,0.99,5,3,5,4
FL2818-231,249,0.96,4,5,4,3
FL7943-497,261,0.9,5,4,5,4
FL4669-235,269,0.95,5,4,4,3
FL6753-782,205,0.95,4,3,3,5
FL2796-370,237,0.98,4,5,4,3
FL6203-405,220,0.96,5,5,5,3
FL7424-456,271,0.95,3,4,4,4
FL7747-453,261,0.96,4,3,5,5
FL4422-478,288,0.94,3,4,3,3
FL5806-785,255,0.93,4,5,5,4
FL9265-545,172,0.93,5,3,4,4
FL9056-303,230,0.98,5,5,4,4
FL6658-420,223,0.92,3,5,4,4
FL3309-699,276,0.96,3,3,5,5
FL7922-961,265,0.99,3,5,4,4
FL7173-673,246,0.91,5,3,5,5
FL7769-841,178,0.9,5,3,4,3
FL8573-896,167,0.9,3,4,4,5
FL1788-385,294,0.9,3,4,3,5
FL8786-896,276,0.99,3,4,5,5
FL5844-195,289,1.0,3,3,5,5
FL8658-503,274,0.99,5,5,3,4
FL5840-242,238,0.91,4,5,3,3
FL5478-958,296,0.93,5,4,4,4
FL3800-217,154,1.0,4,5,5,3
FL7636-571,199,0.99,3,4,3,5
FL2345-672,222,0.99,5,4,5,3
FL5074-242,185,0.97,3,4,3,5
FL8691-295,282,0.91,4,4,3,3
FL6542-868,181,0.93,4,5,3,4
FL7134-398,262,0.97,3,5,5,5
FL8428-267,233,0.96,4,5,5,5
FL3561-893,221,0.92,3,5,3,3
FL3777-808,260,0.91,4,4,5,5
FL7137-922,241,0.97,3,4,4,5
FL8382-709,261,0.9,3,4,4,4
FL6976-537,171,0.91,4,4,5,3
FL6641-503,292,0.98,5,4,4,4
FL6942-360,281,0.94,4,3,5,3
FL8825-373,191,0.99,5,3,5,4
FL7510-884,247,0.94,5,5,3,3
FL7002-378,203,0.93,3,4,3,5
FL1698-338,162,1.0,3,5,5,4
FL9448-437,153,0.93,4,3,5,4
FL2381-877,210,0.91,5,5,4,4
FL6578-474,292,0.95,4,5,4,3
FL2170-931,265,0.91,4,4,5,4
FL1051-762,165,0.95,5,5,4,3
FL8684-105,205,0.99,5,5,3,4
FL2587-118,195,0.98,3,5,4,5
FL2039-126,282,0.9,4,3,3,5
FL9846-949,254,0.9,5,4,4,3
FL9791-655,158,0.95,3,3,4,4
FL9553-139,265,0.96,4,5,4,5
FL5439-189,277,0.95,3,4,5,4
FL7381-194,177,0.95,5,3,4,4
FL4188-752,271,0.97,5,4,5,3
FL3099-695,182,0.96,4,3,4,4
FL3117-423,215,0.9,4,4,5,4
FL7380-761,251,0.91,4,4,4,3
FL3864-138,181,0.98,4,4,5,5
FL8059-713,298,1.0,4,3,5,3
FL2634-464,259,0.92,5,3,5,4
FL4993-943,187,1.0,4,5,5,5
FL7620-124,285,0.96,4,5,4,3
FL7070-715,170,0.99,5,5,5,4
FL1012-319,243,0.94,3,5,3,3
FL4259-351,228,0.95,3,3,4,5
FL6253-436,184,0.91,3,3,5,3
FL1179-614,266,0.94,5,3,5,3
FL9081-774,171,0.95,4,3,4,5
FL9113-528,237,0.92,4,5,3,3
FL8723-254,212,0.92,5,5,3,3
FL7566-406,262,0.96,5,4,3,3
FL7792-936,273,0.92,4,5,5,5
FL3139-889,197,0.9,5,4,4,3
FL7621-494,268,0.93,5,3,4,5
FL1104-701,232,0.95,4,5,5,3
FL2234-334,295,0.9,5,5,4,4
FL8017-789,194,0.98,5,4,3,5
FL8119-598,171,0.96,5,3,5,3
FL6293-204,221,1.0,4,3,5,5
FL4050-326,150,0.93,5,5,5,3
FL5342-622,269,0.97,3,4,5,5
FL8963-874,186,0.93,3,3,4,3
FL1457-930,239,0.9,4,3,4,3
FL2077-262,165,0.95,5,4,5,3
FL3869-614,185,0.91,4,4,4,4
FL1461-969,169,0.97,5,3,4,3
FL8331-530,188,0.91,4,3,5,3
FL3602-830,241,0.93,5,4,3,5
FL3311-832,286,0.95,5,3,5,5
FL6451-806,274,0.9,3,4,5,4
FL1044-339,168,0.92,5,5,5,5
FL3313-915,163,0.99,4,5,4,4
FL2081-532,158,0.91,4,4,4,4
FL7313-160,190,0.99,5,3,4,3
FL8933-294,179,0.93,4,4,3,5
FL9504-194,209,1.0,5,5,3,3
FL8016-378,157,0.92,4,5,3,5
FL3336-703,165,0.92,3,5,4,3
FL4003-981,201,0.91,4,3,4,3
FL6488-142,158,0.9,3,5,4,5
FL2645-172,249,0.99,4,5,3,5
FL3944-995,273,0.97,5,3,5,4
FL7864-944,291,0.95,3,3,4,5
FL1516-700,292,0.98,5,3,3,5
FL8445-388,293,0.98,5,5,3,4
FL1782-335,211,0.93,4,4,3,4
FL2497-982,273,0.97,3,3,4,5
FL9764-522,186,0.95,5,3,3,3
FL3236-399,176,0.91,5,4,4,3
FL3227-818,195,1.0,4,4,5,5
FL7983-604,273,0.94,3,4,5,3
FL2316-593,191,0.9,5,3,4,4
FL2770-770,230,0.9,4,3,5,5
FL5868-156,297,0.96,3,3,4,4
FL5134-537,236,0.91,5,4,3,3
FL3094-627,219,0.92,4,3,3,3
FL5145-550,290,0.92,4,4,3,4
FL8674-299,263,0.99,5,4,5,5
FL5603-252,240,0.98,5,3,3,5
FL7772-203,158,0.93,4,3,3,3
FL2052-426,262,0.97,4,3,3,5
FL4264-254,161,0.92,5,5,4,5
FL9709-586,157,0.91,4,5,5,4
FL6045-535,200,0.98,3,3,5,5
FL4914-626,179,0.91,4,4,5,4
FL2744-790,238,1.0,3,4,4,4
FL3859-680,209,0.99,3,3,4,3
FL1271-777,208,0.97,4,3,3,5
FL8913-425,154,0.94,3,4,4,3
FL3457-542,246,0.96,3,3,3,3
FL7055-937,166,0.96,3,3,4,3
FL5349-421,209,0.95,5,3,3,5
FL6374-934,220,0.98,3,5,4,4
FL3429-586,251,0.92,4,4,3,4
FL1910-820,192,0.92,5,3,4,4
FL3923-476,212,0.99,5,3,3,4
FL9795-248,299,1.0,4,5,3,3
FL1228-938,209,0.93,4,4,5,4
FL2741-349,298,1.0,3,3,5,5
FL6423-475,193,0.94,5,5,5,3
FL7265-324,255,0.96,4,5,4,4
FL2026-260,159,0.99,5,5,3,5
FL5778-134,185,0.97,3,5,3,3
FL7423-899,262,0.95,5,4,3,4
FL8190-940,300,0.93,5,3,5,5
FL7530-209,203,0.92,5,5,4,3
FL2348-393,203,0.95,5,4,4,3
FL5531-247,202,0.91,3,4,5,3
FL8676-205,283,0.94,3,3,3,3
FL8510-191,227,0.92,5,4,4,5
FL1679-866,290,0.91,5,3,3,4
FL5721-384,263,0.95,4,4,5,3
FL9864-672,218,0.93,5,3,4,5
FL2052-635,160,0.99,5,3,4,4
FL8413-816,226,1.0,3,5,4,4
FL7310-410,286,0.96,4,4,4,4
FL5066-628,160,0.94,4,4,5,3
FL3674-220,251,0.94,5,5,5,4
FL7445-327,193,0.92,5,5,3,4
FL8797-769,241,0.94,5,5,3,5
FL5399-645,251,0.93,5,5,5,5
FL6677-716,223,0.97,3,5,5,4
FL3414-832,203,0.9,3,3,5,5
FL7121-589,157,0.9,3,4,4,5
FL9126-443,247,0.97,4,5,4,4
FL3448-627,186,0.9,5,5,3,4
FL5030-893,219,0.95,5,5,5,5
FL3923-995,238,0.93,3,5,3,3
FL8421-839,171,0.9,5,5,3,3
FL7863-844,187,0.91,3,4,4,4
FL5771-978,177,0.92,5,4,4,5
FL4418-510,282,0.94,3,4,3,4
FL2990-620,280,0.93,4,4,4,3
FL4980-173,155,0.92,3,5,4,3
FL5632-865,213,0.97,4,4,3,4
FL5594-325,299,0.99,4,3,4,3
FL8668-540,178,0.99,5,4,3,4
FL7073-593,249,0.99,5,5,5,4
FL2110-105,276,0.98,3,4,5,4
FL3980-268,281,0.96,3,4,3,4
FL4964-157,198,0.96,3,3,5,4
FL8307-835,299,0.97,3,4,3,4
FL2358-918,185,0.99,5,5,4,4
FL6123-711,280,0.92,3,4,5,4
FL9798-103,258,0.91,5,3,5,3
FL1115-438,293,0.9,3,4,3,3
FL1911-907,216,0.91,5,4,4,4
FL7741-920,245,0.97,3,3,3,4
FL4621-938,178,0.97,5,5,4,3
FL2141-435,280,0.96,3,4,3,4
FL9477-786,217,0.96,5,5,4,4
FL6405-829,290,0.95,5,4,3,5
FL7887-832,266,1.0,3,5,5,4
FL9518-693,281,1.0,3,3,4,3
FL7354-997,212,0.96,4,4,3,5
FL8652-797,294,0.95,5,4,3,5
FL5738-159,242,0.95,5,5,3,5
FL6523-602,196,0.95,4,3,5,5
FL3039-776,154,0.95,3,5,3,5
FL3331-956,221,0.97,3,5,4,5
FL5203-113,234,0.93,4,4,4,4
FL7604-581,182,0.96,4,4,5,4
FL9801-803,204,0.94,3,4,4,4
FL7282-928,183,1.0,5,3,5,3
FL7623-378,213,0.98,3,5,4,5
FL8520-672,217,0.92,3,3,5,3
FL5524-870,176,1.0,5,5,5,3
FL7449-192,247,0.94,4,3,5,3
FL4068-255,207,0.98,3,3,3,5
FL3589-376,192,0.99,3,3,5,4
FL4250-924,230,0.9,3,5,5,3
FL3749-443,284,0.97,4,5,3,5
FL3640-587,163,0.91,5,4,5,5
FL8336-887,288,0.93,5,3,4,5
FL5015-612,220,0.9,4,4,3,4
FL5051-603,256,0.95,3,4,3,5
FL1034-693,238,0.91,5,3,4,4
FL8473-351,223,0.99,4,4,5,3
FL7319-787,269,0.96,5,5,3,3
FL9484-386,279,1.0,5,5,4,5
FL2513-333,176,0.91,4,3,5,4
FL2772-125,200,0.92,4,5,3,4
FL3856-229,200,0.97,3,3,4,3
FL8915-596,252,0.91,5,5,3,5
FL2085-803,194,0.9,3,4,5,5
FL4336-307,223,0.91,4,3,5,5
FL2039-697,207,0.95,3,4,5,3
FL6226-706,295,0.93,3,4,4,5
FL3429-270,155,0.94,5,4,4,3
FL9076-361,227,0.96,3,4,4,4
FL6561-340,300,0.9,3,3,5,5
FL4381-426,268,0.92,4,3,5,3
FL5152-172,244,0.98,5,5,3,5
FL6660-760,156,0.91,5,4,4,4
FL8572-631,180,0.96,5,3,4,4
FL5498-792,180,1.0,3,5,4,4
FL9711-874,256,0.9,4,3,3,3
FL7422-733,272,0.9,5,3,4,3
FL5742-222,296,0.98,4,4,3,4
FL9273-233,188,0.98,4,3,5,5
FL5132-495,261,0.99,3,3,4,3
FL1786-642,214,1.0,3,4,5,5
FL8356-489,291,0.91,4,3,5,5
FL3828-419,175,0.98,3,5,4,4
FL3234-791,239,0.92,4,5,3,3
FL3006-506,153,0.91,5,5,5,3
FL7716-373,232,0.91,4,4,5,4
FL4632-991,183,0.99,5,3,5,4
FL3574-524,224,0.91,4,5,4,4
FL2530-296,291,1.0,5,5,4,5
FL8004-880,288,0.97,5,5,5,5
FL1973-593,232,0.99,5,4,5,4
FL7470-108,280,0.9,4,4,3,3
FL3398-565,268,0.97,3,3,5,3
FL6925-200,300,0.99,4,3,4,5
FL8825-263,229,0.91,4,5,4,5
FL3971-969,240,0.93,5,3,4,4
FL9860-924,220,0.94,3,3,5,5
FL7013-992,272,0.97,5,5,4,5
FL2970-196,222,1.0,4,3,5,3
FL3734-714,300,0.92,4,5,3,4
FL1544-327,245,0.92,3,4,5,4
FL7867-464,276,0.95,3,5,5,4
FL3676-625,214,0.91,3,4,5,3
FL5154-740,156,0.95,3,5,5,4
FL9077-839,191,0.99,3,5,3,3
FL6089-373,271,0.9,4,3,3,5
FL5669-526,258,0.96,3,4,3,5
FL4742-640,167,0.93,5,3,3,4
FL8968-753,247,0.93,4,4,5,4
FL8975-657,291,1.0,5,3,5,5
FL5148-837,173,0.93,3,3,3,4
FL8525-402,285,0.94,4,5,4,5
FL3697-592,250,0.95,5,3,5,4
FL7647-627,167,0.92,4,4,5,5
FL6310-751,222,0.9,4,5,3,4
FL1410-358,155,0.96,3,4,5,4
FL5641-689,221,0.95,5,5,5,4
FL6560-619,260,1.0,3,5,4,4
FL6538-764,279,1.0,5,5,3,3
FL9777-550,259,1.0,3,5,5,4
FL3645-696,265,0.92,3,5,4,4
FL1681-320,285,0.92,5,5,3,5
FL9197-792,270,0.91,4,4,4,5
FL3099-751,193,0.97,5,3,3,5
FL4252-963,207,0.97,5,3,3,4
FL8561-932,187,0.95,3,4,5,4
FL9606-728,231,0.97,3,4,3,3
FL3399-301,211,0.93,4,4,4,3
FL9982-275,170,1.0,3,5,5,5
FL2381-733,295,0.95,5,4,4,4
FL2999-785,156,0.97,3,3,4,4
FL6220-560,260,0.97,4,4,5,4
FL3685-228,245,1.0,3,5,5,4
FL3987-331,217,1.0,4,5,3,5
FL3512-129,281,0.98,4,3,4,5
FL6222-315,166,0.93,5,3,5,3
FL9378-104,245,0.95,4,5,5,3
FL9479-483,298,0.99,3,3,5,4
FL3209-875,240,0.92,5,3,3,3
FL3266-281,222,1.0,5,4,4,4
FL6510-215,275,0.95,3,4,3,4
FL4566-830,298,0.98,5,5,3,5
FL5319-711,259,0.94,3,3,5,3
FL5455-567,184,0.95,5,4,4,3
FL4946-746,295,0.93,5,3,5,4
FL2363-926,182,0.98,5,3,3,4
FL7884-608,213,0.92,3,5,3,3
FL4064-433,258,0.9,3,3,4,3
FL2241-906,255,0.9,3,3,3,5
FL5236-163,194,0.94,3,3,4,3
FL8067-705,290,1.0,5,5,3,5
FL7274-490,245,0.91,5,5,4,5
FL6624-768,206,0.98,3,3,5,5
FL6889-628,289,0.93,4,5,4,4
FL9587-685,245,0.98,3,5,5,3
FL4165-990,186,0.91,5,3,5,5
FL7618-234,163,0.98,3,4,3,4
FL4729-672,229,0.99,3,5,4,5
FL4602-922,258,0.94,4,3,4,4
FL9328-881,274,0.98,3,5,5,3
FL2609-603,257,0.94,5,5,3,5
FL1283-460,202,0.95,3,3,5,4
FL6235-273,297,0.97,4,4,4,5
FL9573-556,243,0.92,4,4,5,3
FL7368-559,229,0.94,3,5,5,3
FL5791-619,195,0.9,5,4,5,5
FL1365-841,155,0.98,3,3,3,5
FL2004-166,191,1.0,4,3,4,4
FL5687-595,249,0.9,5,4,3,5
FL4258-847,296,0.94,3,5,4,3
FL5303-564,251,1.0,4,5,5,3
FL6510-369,158,0.94,5,4,3,3
FL3271-301,247,0.98,3,3,5,3
FL1261-425,183,0.96,4,3,3,4
FL4832-285,251,0.98,5,5,5,3
FL2868-293,271,0.96,4,3,3,4
FL5366-266,267,1.0,4,4,5,4
FL7130-706,289,1.0,3,3,5,5
FL9231-321,186,0.91,3,3,3,3
FL8042-301,249,0.95,3,5,5,5
FL7099-925,210,0.98,5,3,4,4
FL3572-659,159,0.93,3,3,4,5
FL4302-832,169,0.9,5,3,4,5
FL8417-454,223,0.95,5,4,5,3
FL9372-676,287,0.92,3,4,5,3
FL7373-763,294,1.0,3,5,5,3
FL7215-556,195,0.94,5,5,3,4
FL1849-444,215,0.95,5,5,3,5
FL4240-152,187,0.92,5,5,5,4
FL6918-585,193,0.96,4,5,5,5
FL2930-507,232,0.99,5,4,4,3
FL7002-574,184,1.0,3,3,5,3
FL1300-252,151,0.9,3,4,4,3
FL9929-735,219,1.0,4,5,5,5
FL6575-460,227,0.95,3,4,5,3
FL2194-189,171,0.95,4,5,4,4
FL6282-178,243,0.96,4,5,5,3
FL3038-751,242,0.95,5,5,4,5
FL4635-411,216,0.99,3,4,4,4
FL1485-560,288,0.94,3,5,5,4
FL1083-431,214,1.0,3,3,4,4
FL8227-833,228,0.92,3,5,4,3
FL7625-483,232,0.99,5,4,3,3
FL4365-662,285,0.93,4,4,3,3
FL4896-886,154,0.95,3,4,3,3
FL8308-580,299,0.95,5,5,3,5
FL9041-856,297,0.95,5,3,3,3
FL2836-954,177,0.98,4,5,4,5
FL6280-367,200,0.98,3,3,3,3
FL7182-290,150,0.97,3,3,4,4
FL3363-893,283,1.0,4,3,5,3
FL7708-724,156,0.93,5,4,4,3
FL6330-668,268,0.92,4,5,5,5
FL3886-704,290,0.97,5,3,4,3
FL8859-965,292,0.96,5,5,5,3
FL1334-125,187,0.9,4,4,5,4
FL9128-444,234,0.9,5,3,3,4
FL2732-405,265,0.94,4,5,4,3
FL4243-119,218,0.99,3,3,5,5
FL9578-845,177,0.96,4,4,5,4
FL2443-445,249,0.91,4,5,3,4
FL2280-888,163,0.9,3,3,5,5
FL9838-297,240,0.91,4,5,4,3
FL1691-588,249,0.93,4,5,5,5
FL7864-658,269,0.96,5,5,4,4
FL6984-276,168,0.98,5,5,4,3
FL3498-872,199,0.94,4,4,5,5
FL6016-955,205,0.95,4,3,3,5
FL6765-640,267,0.93,5,5,4,3
FL2394-453,271,1.0,5,5,3,5
FL6769-100,251,0.9,3,3,5,5
FL7433-949,213,0.99,3,3,5,5
FL4978-697,298,0.98,4,4,4,5
FL1853-458,185,1.0,3,4,3,3
FL3786-190,276,0.93,5,4,3,5
FL4925-787,229,0.9,4,4,5,3
FL3695-101,151,1.0,3,3,3,3
FL2009-621,297,0.95,5,3,3,4
FL6738-370,230,0.97,5,4,5,3
FL5872-325,272,0.9,5,3,4,5
FL3583-819,173,0.9,4,3,3,5
FL7294-298,277,0.99,3,3,4,3
FL9013-505,297,0.91,5,5,4,4
FL5389-691,286,0.98,5,3,4,4
FL1398-477,276,0.93,5,4,4,3
FL5297-129,178,1.0,4,4,5,3
FL9515-324,171,0.96,4,3,3,3
FL5769-682,200,0.92,3,3,4,3
FL4016-862,298,0.9,3,4,4,4
FL7700-312,226,0.91,3,5,5,3
FL5867-469,152,0.91,5,5,4,3
FL1092-522,160,0.95,4,5,4,3
FL8324-964,284,0.95,5,3,3,5
FL6888-871,288,0.9,3,3,3,5
FL8759-675,162,0.99,4,5,5,3
FL8904-678,218,0.93,4,5,4,4
FL6503-383,164,0.9,4,3,5,3
FL6182-228,242,0.92,5,3,3,4
FL8081-302,250,0.98,5,3,4,4
FL2481-759,163,0.95,3,4,4,4
FL7780-991,153,0.95,4,5,4,4
FL4222-519,266,0.97,4,5,3,4
FL2320-362,162,0.93,3,5,4,4
FL9437-677,173,0.91,5,3,5,5
FL1205-874,189,0.92,5,5,4,5
FL4742-289,245,0.92,4,4,4,5
FL9358-160,237,0.91,3,3,3,4
FL5601-799,299,0.95,4,5,5,5
FL6554-571,213,0.91,5,4,4,5
FL7898-456,276,0.92,3,5,5,5
FL8816-716,249,0.96,4,3,5,5
FL3806-646,179,0.95,3,5,5,3
FL5344-328,274,0.95,5,5,5,3
FL2101-372,192,0.99,3,3,5,4
FL5958-240,300,0.93,3,3,4,3
FL4050-725,213,1.0,5,4,3,5
FL7818-195,290,1.0,3,3,3,3
FL9041-679,170,0.91,3,5,5,4
FL9797-561,275,0.91,4,4,4,3
FL2666-521,297,0.93,5,4,4,4
FL3477-619,300,0.95,5,5,4,5
FL8174-534,194,0.99,5,3,3,5
FL3120-870,241,0.94,3,4,3,5
FL8696-829,231,1.0,5,5,3,4
FL6815-395,295,0.97,3,5,5,5
FL2457-563,281,0.92,3,4,5,4
FL1042-562,218,0.92,5,4,4,4
FL6124-602,296,0.97,5,4,4,5
FL2803-469,192,0.91,3,4,4,5
FL2007-223,248,0.95,3,5,3,5
FL8504-548,208,0.95,4,4,3,4
FL4940-886,276,0.92,3,4,5,5
FL2386-250,274,0.99,3,4,4,5
FL9958-393,190,0.96,4,5,4,4
FL5080-198,195,0.99,3,5,3,5
FL3127-741,225,0.9,5,4,4,4
FL8806-205,243,1.0,4,3,3,3
FL7208-502,157,0.97,4,5,3,3
FL2404-584,275,0.96,5,3,4,5
FL4526-773,180,1.0,4,3,5,3
FL6207-535,209,0.97,5,4,5,3
FL2090-688,298,0.99,4,5,4,3
FL5255-977,259,1.0,3,3,4,3
FL8129-813,165,0.96,5,3,3,3
FL4619-977,295,0.94,4,4,5,4
FL6839-751,290,0.99,3,5,4,3
FL6605-778,277,0.99,5,4,5,5
FL3466-440,214,0.96,4,5,5,5
FL2599-455,246,0.91,4,5,4,4
FL9936-211,254,1.0,5,5,5,4
FL4513-995,240,0.93,5,4,3,4
FL2249-331,224,0.91,3,3,3,3
FL4208-873,150,0.96,5,5,4,5
FL3710-909,243,0.95,5,3,3,5
FL6457-581,285,1.0,3,4,4,4
FL7608-935,218,0.96,5,5,3,3
FL8344-984,265,0.93,3,5,5,5
FL5950-381,203,0.91,4,3,5,3
FL1373-345,284,0.97,4,4,5,3
FL6427-505,241,0.9,5,4,4,5
FL1843-580,163,1.0,5,5,4,5
FL5506-327,153,0.92,3,4,3,4
FL4925-748,257,0.95,5,4,4,4
FL3267-561,256,1.0,4,4,3,3
FL8830-118,281,0.98,4,4,5,5
FL1871-977,299,0.97,5,4,3,4
FL9149-693,197,0.92,3,4,3,5
FL9696-281,213,0.91,5,3,3,3
FL7866-318,184,0.94,3,4,5,4
FL4740-640,168,0.91,3,4,5,5
FL1892-483,234,0.94,4,5,5,4
FL6778-228,300,0.95,4,4,3,3
FL5080-737,229,0.91,3,4,4,5
FL6614-284,179,0.99,4,3,4,5
FL9503-709,263,0.91,4,5,4,4
FL9673-975,273,0.93,4,3,4,4
FL8832-742,195,0.97,5,4,3,4
FL1230-548,219,0.97,4,3,3,4
FL7948-651,157,0.92,4,4,3,3
FL9034-114,182,0.96,3,4,4,4
FL7322-828,234,0.97,4,4,5,4
FL7163-330,228,0.99,4,5,3,4
FL6009-696,286,1.0,4,3,4,4
FL6190-689,284,0.99,3,5,3,3
FL3276-116,283,0.92,3,5,3,4
FL7571-437,187,1.0,3,4,3,3
FL7500-311,153,0.91,3,3,4,5
FL2970-628,290,0.92,4,4,3,4
FL6500-518,174,0.97,4,5,3,4
FL4582-202,154,1.0,5,3,3,3
FL5495-487,292,0.9,5,4,4,4
FL6031-244,214,0.93,4,5,5,5
FL4684-515,197,0.97,4,3,3,3
FL7239-932,278,0.93,5,5,4,3
FL5182-948,286,0.94,5,5,3,3
FL4273-363,255,0.97,3,4,5,3
FL8835-975,260,0.94,5,3,3,3
FL8079-245,202,0.92,5,5,5,4
FL3743-855,289,0.93,5,4,5,5
FL1853-527,251,0.91,5,4,5,3
FL5766-964,274,0.95,3,3,4,5
FL7378-898,214,0.94,4,3,4,4
FL7949-261,163,0.94,4,5,4,5
FL8823-409,180,0.9,4,4,5,3
FL8341-639,222,0.91,3,3,4,5
FL7514-822,265,0.94,3,3,3,4
FL8573-261,227,0.98,4,5,3,5
FL4816-358,156,0.91,5,5,3,3
FL3284-277,272,0.93,3,4,3,3
FL1271-184,282,0.91,4,4,4,3
FL3855-988,263,1.0,3,3,3,5
FL6475-131,286,0.9,4,4,4,3
FL7943-798,268,0.94,4,3,4,4
FL5527-789,226,0.92,4,5,4,3
FL3577-457,257,0.99,5,3,4,5
FL8838-509,294,0.9,5,3,3,5
FL3201-549,157,0.96,5,3,3,3
FL4480-578,162,0.99,4,5,3,4
FL2545-480,251,0.91,4,4,3,3
FL5407-179,219,0.96,5,3,5,4
FL9456-430,262,0.96,4,5,3,4
FL6431-311,242,1.0,3,4,3,4
FL2319-640,268,0.95,5,5,4,3
FL5472-757,169,1.0,5,4,5,5
FL2251-771,155,0.93,5,5,4,3
FL8457-473,188,0.98,5,5,4,3
FL8736-736,265,0.96,3,5,3,5
FL3651-591,293,1.0,4,4,5,5
FL1515-295,286,0.97,3,4,4,3
FL5667-855,169,1.0,3,4,4,5
FL3419-267,282,1.0,5,4,5,5
FL5993-530,230,0.95,3,4,5,4
FL6565-846,236,0.98,4,4,5,5
FL4328-476,168,0.9,5,4,4,4
FL3125-831,182,0.96,4,4,5,3
FL6629-797,243,0.9,4,3,5,4
FL5556-855,169,0.96,3,5,3,5
FL7200-521,249,0.93,5,4,5,3
FL4536-817,274,0.92,3,5,5,4
FL4083-536,175,0.95,3,5,4,3
FL2670-421,169,0.93,5,5,5,5
FL6799-450,189,0.9,3,5,3,3
FL9804-393,196,1.0,4,4,5,4
FL6889-520,245,0.93,3,3,4,3
FL2649-926,286,0.91,3,5,3,5
FL7403-388,171,0.99,5,4,5,3
FL3799-800,257,0.92,3,5,5,4
FL8326-961,202,0.96,3,3,3,5
FL2275-337,177,0.97,5,4,3,5
FL9939-990,179,0.96,3,3,5,5
FL9149-288,236,0.9,4,4,3,3
FL5943-244,223,1.0,4,4,3,4
FL6384-232,278,0.99,4,3,3,5
FL8021-672,235,0.93,5,4,4,5
FL4587-979,209,0.98,5,4,3,4
FL8805-109,150,0.97,5,5,3,3
